model,display_model,architecture,domain,epsilon,kind,control_index,layer,row,baseline_loss,perturbed_loss,absolute_delta_loss,relative_loss_change
HuggingFaceTB/SmolLM2-135M,SmolLM2-135M,decoder,text,1.0,candidate,,11,507,3.3001462359344425,13.643382995963796,10.343236760029352,3.1341752821146263
HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,decoder,text,0.5,control,1,3,238,2.992406347465142,2.9924462412854695,3.989382032765221e-05,1.3331685505027129e-05
HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,decoder,text,0.5,control,2,3,258,2.992406347465142,2.992464129005626,5.778154048430295e-05,1.9309389760267522e-05
HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,decoder,text,0.5,control,3,3,338,2.992406347465142,2.9923798407687134,-2.650669642845216e-05,-8.857986967881517e-06
HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,decoder,text,0.5,control,4,3,577,2.992406347465142,2.9924094911937376,3.143728595667028e-06,1.0505687499059314e-06
HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,decoder,text,0.5,control,5,3,934,2.992406347465142,2.9927580341854205,0.00035168672027863224,0.00011752639162009029
HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,decoder,text,0.5,candidate,,3,87,2.992406347465142,3.0602768201137476,0.06787047264860568,0.022680901177107363
HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,decoder,text,1.0,control,1,3,238,2.992406347465142,2.9925217767704257,0.00011542930528385398,3.85740744674044e-05
HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,decoder,text,1.0,control,2,3,258,2.992406347465142,2.9925499461075096,0.0001435986423676816,4.798768138201671e-05
HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,decoder,text,1.0,control,3,3,338,2.992406347465142,2.992421445006727,1.5097541584907503e-05,5.045284574301409e-06
HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,decoder,text,1.0,control,4,3,577,2.992406347465142,2.9924473783787917,4.103091364981992e-05,1.371167845723128e-05
HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,decoder,text,1.0,control,5,3,934,2.992406347465142,2.993168371988136,0.0007620245229942313,0.00025465275584639097
HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,decoder,text,1.0,candidate,,3,87,2.992406347465142,4.762548465019569,1.7701421175544274,0.5915447008237732
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,decoder,text,0.5,control,1,7,317,2.6145340592893835,2.6145169455571184,-1.711373226509494e-05,-6.545614582564039e-06
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,decoder,text,0.5,control,2,7,582,2.6145340592893835,2.614545955769936,1.1896480552664457e-05,4.55013409000985e-06
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,decoder,text,0.5,control,3,7,1422,2.6145340592893835,2.6145318711013945,-2.1881879890273126e-06,-8.369322943997335e-07
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,decoder,text,0.5,control,4,7,1547,2.6145340592893835,2.614492665270303,-4.139401908043183e-05,-1.5832273797833984e-05
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,decoder,text,0.5,control,5,7,2043,2.6145340592893835,2.614502994664261,-3.106462512247887e-05,-1.188151480073741e-05
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,decoder,text,0.5,candidate,,7,227,2.6145340592893835,2.716646664016634,0.10211260472725048,0.03905575617362741
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,decoder,text,1.0,control,1,7,317,2.6145340592893835,2.6145129418419764,-2.11174474071818e-05,-8.076944850709427e-06
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,decoder,text,1.0,control,2,7,582,2.6145340592893835,2.614570341166218,3.6281876834465265e-05,1.3876995293121746e-05
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,decoder,text,1.0,control,3,7,1422,2.6145340592893835,2.6145412449547454,7.185665361841842e-06,2.7483540848555127e-06
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,decoder,text,1.0,control,4,7,1547,2.6145340592893835,2.614464648819716,-6.941046966746356e-05,-2.6547930948097482e-05
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,decoder,text,1.0,control,5,7,2043,2.6145340592893835,2.6144867886955723,-4.727059381126608e-05,-1.807993039651355e-05
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,decoder,text,1.0,candidate,,7,227,2.6145340592893835,20.886828828277885,18.272294768988502,6.988738472947954
GenerTeam/GENERator-v2-prokaryote-1.2b-base,GENERATOR-prokaryote-1.2b-base,decoder,genomic,0.5,control,1,4,411,8.127733578681946,8.127806429862977,7.285118103084187e-05,8.963283592602203e-06
GenerTeam/GENERator-v2-prokaryote-1.2b-base,GENERATOR-prokaryote-1.2b-base,decoder,genomic,0.5,control,2,4,1094,8.127733578681946,8.127663283348083,-7.029533386315734e-05,-8.648823584416378e-06
GenerTeam/GENERator-v2-prokaryote-1.2b-base,GENERATOR-prokaryote-1.2b-base,decoder,genomic,0.5,control,3,4,1207,8.127733578681946,8.127681345939637,-5.223274230914399e-05,-6.4264830784001215e-06
GenerTeam/GENERator-v2-prokaryote-1.2b-base,GENERATOR-prokaryote-1.2b-base,decoder,genomic,0.5,control,4,4,1619,8.127733578681946,8.127533588409424,-0.0001999902725220437,-2.4605908964166077e-05
GenerTeam/GENERator-v2-prokaryote-1.2b-base,GENERATOR-prokaryote-1.2b-base,decoder,genomic,0.5,control,5,4,1799,8.127733578681946,8.127553806304931,-0.00017977237701494175,-2.211838949623826e-05
GenerTeam/GENERator-v2-prokaryote-1.2b-base,GENERATOR-prokaryote-1.2b-base,decoder,genomic,0.5,candidate,,4,798,8.127733578681946,8.142556710243225,0.014823131561279013,0.0018237718323049219
GenerTeam/GENERator-v2-prokaryote-1.2b-base,GENERATOR-prokaryote-1.2b-base,decoder,genomic,1.0,control,1,4,411,8.127733578681946,8.127885398864747,0.00015182018280057719,1.8679276495822035e-05
GenerTeam/GENERator-v2-prokaryote-1.2b-base,GENERATOR-prokaryote-1.2b-base,decoder,genomic,1.0,control,2,4,1094,8.127733578681946,8.12759575843811,-0.00013782024383601765,-1.6956786600080415e-05
GenerTeam/GENERator-v2-prokaryote-1.2b-base,GENERATOR-prokaryote-1.2b-base,decoder,genomic,1.0,control,3,4,1207,8.127733578681946,8.12762993812561,-0.00010364055633615976,-1.275147066926459e-05
GenerTeam/GENERator-v2-prokaryote-1.2b-base,GENERATOR-prokaryote-1.2b-base,decoder,genomic,1.0,control,4,4,1619,8.127733578681946,8.127317404747009,-0.00041617393493709187,-5.120418021927605e-05
GenerTeam/GENERator-v2-prokaryote-1.2b-base,GENERATOR-prokaryote-1.2b-base,decoder,genomic,1.0,control,5,4,1799,8.127733578681946,8.127382116317749,-0.00035146236419691945,-4.32423578842154e-05
GenerTeam/GENERator-v2-prokaryote-1.2b-base,GENERATOR-prokaryote-1.2b-base,decoder,genomic,1.0,candidate,,4,798,8.127733578681946,8.176847944259643,0.04911436557769733,0.006042811947788043
GenerTeam/GENERator-v2-prokaryote-3b-base,GENERATOR-prokaryote-3b-base,decoder,genomic,0.5,control,1,8,960,8.23783396244049,8.237825613021851,-8.349418639141959e-06,-1.013545390355065e-06
GenerTeam/GENERator-v2-prokaryote-3b-base,GENERATOR-prokaryote-3b-base,decoder,genomic,0.5,control,2,8,1268,8.23783396244049,8.237639236450196,-0.00019472599029413118,-2.3638008629691156e-05
GenerTeam/GENERator-v2-prokaryote-3b-base,GENERATOR-prokaryote-3b-base,decoder,genomic,0.5,control,3,8,1327,8.23783396244049,8.237992701530457,0.00015873908996688613,1.926951801779931e-05
GenerTeam/GENERator-v2-prokaryote-3b-base,GENERATOR-prokaryote-3b-base,decoder,genomic,0.5,control,4,8,1440,8.23783396244049,8.237886748313905,5.278587341450702e-05,6.407736991929976e-06
GenerTeam/GENERator-v2-prokaryote-3b-base,GENERATOR-prokaryote-3b-base,decoder,genomic,0.5,control,5,8,1680,8.23783396244049,8.237755160331727,-7.880210876365368e-05,-9.565877283147893e-06
GenerTeam/GENERator-v2-prokaryote-3b-base,GENERATOR-prokaryote-3b-base,decoder,genomic,0.5,candidate,,8,260,8.23783396244049,8.249445176124572,0.011611213684082244,0.00140949838720012
GenerTeam/GENERator-v2-prokaryote-3b-base,GENERATOR-prokaryote-3b-base,decoder,genomic,1.0,control,1,8,960,8.23783396244049,8.237818465232849,-1.5497207641601562e-05,-1.8812235973994377e-06
GenerTeam/GENERator-v2-prokaryote-3b-base,GENERATOR-prokaryote-3b-base,decoder,genomic,1.0,control,2,8,1268,8.23783396244049,8.237448134422301,-0.0003858280181887608,-4.683610035695084e-05
GenerTeam/GENERator-v2-prokaryote-3b-base,GENERATOR-prokaryote-3b-base,decoder,genomic,1.0,control,3,8,1327,8.23783396244049,8.238154301643371,0.00032033920288121465,3.888633885336442e-05
GenerTeam/GENERator-v2-prokaryote-3b-base,GENERATOR-prokaryote-3b-base,decoder,genomic,1.0,control,4,8,1440,8.23783396244049,8.237940559387207,0.00010659694671666387,1.2939924160001412e-05
GenerTeam/GENERator-v2-prokaryote-3b-base,GENERATOR-prokaryote-3b-base,decoder,genomic,1.0,control,5,8,1680,8.23783396244049,8.237676305770874,-0.00015765666961620184,-1.913812178480658e-05
GenerTeam/GENERator-v2-prokaryote-3b-base,GENERATOR-prokaryote-3b-base,decoder,genomic,1.0,candidate,,8,260,8.23783396244049,8.258442153930664,0.02060819149017412,0.002501651718659897
EuroBERT/EuroBERT-210m,EuroBERT-210m,encoder,text,0.5,control,1,3,97,8.251931444703054,8.249288047022866,-0.0026433976801882864,-0.00032033684451960556
EuroBERT/EuroBERT-210m,EuroBERT-210m,encoder,text,0.5,control,2,3,316,8.251931444703054,8.250128733007443,-0.001802711695610526,-0.00021845936405199943
EuroBERT/EuroBERT-210m,EuroBERT-210m,encoder,text,0.5,control,3,3,361,8.251931444703054,8.253627503324978,0.0016960586219241236,0.00020553474459762146
EuroBERT/EuroBERT-210m,EuroBERT-210m,encoder,text,0.5,control,4,3,486,8.251931444703054,8.25271253484833,0.0007810901452760532,9.465543315649308e-05
EuroBERT/EuroBERT-210m,EuroBERT-210m,encoder,text,0.5,control,5,3,620,8.251931444703054,8.251891331158243,-4.011354481114893e-05,-4.861109799560679e-06
EuroBERT/EuroBERT-210m,EuroBERT-210m,encoder,text,0.5,candidate,,3,300,8.251931444703054,8.260132741364648,0.008201296661594526,0.0009938638870853646
EuroBERT/EuroBERT-210m,EuroBERT-210m,encoder,text,1.0,control,1,3,97,8.251931444703054,8.246747805594277,-0.005183639108777172,-0.0006281728275996003
EuroBERT/EuroBERT-210m,EuroBERT-210m,encoder,text,1.0,control,2,3,316,8.251931444703054,8.248543973237123,-0.0033874714659312133,-0.00041050649640401993
EuroBERT/EuroBERT-210m,EuroBERT-210m,encoder,text,1.0,control,3,3,361,8.251931444703054,8.255456591050054,0.0035251463470000743,0.00042719045481926285
EuroBERT/EuroBERT-210m,EuroBERT-210m,encoder,text,1.0,control,4,3,486,8.251931444703054,8.25353149058136,0.0016000458783054228,0.0001938995602456802
EuroBERT/EuroBERT-210m,EuroBERT-210m,encoder,text,1.0,control,5,3,620,8.251931444703054,8.251805209425674,-0.00012623527737964935,-1.5297664337805453e-05
EuroBERT/EuroBERT-210m,EuroBERT-210m,encoder,text,1.0,candidate,,3,300,8.251931444703054,8.265045176943193,0.013113732240139342,0.0015891712537865418
EuroBERT/EuroBERT-610m,EuroBERT-610m,encoder,text,0.5,control,1,13,47,9.218351562100363,9.218463460407182,0.00011189830681956892,1.2138646054639443e-05
EuroBERT/EuroBERT-610m,EuroBERT-610m,encoder,text,0.5,control,2,13,405,9.218351562100363,9.218283823661057,-6.77384393057423e-05,-7.3482160936709145e-06
EuroBERT/EuroBERT-610m,EuroBERT-610m,encoder,text,0.5,control,3,13,830,9.218351562100363,9.216643814101744,-0.001707747998619169,-0.00018525524733079997
EuroBERT/EuroBERT-610m,EuroBERT-610m,encoder,text,0.5,control,4,13,979,9.218351562100363,9.219298051930405,0.0009464898300421964,0.00010267452089086335
EuroBERT/EuroBERT-610m,EuroBERT-610m,encoder,text,0.5,control,5,13,1088,9.218351562100363,9.218245658345696,-0.00010590375466712487,-1.1488361444418067e-05
EuroBERT/EuroBERT-610m,EuroBERT-610m,encoder,text,0.5,candidate,,13,762,9.218351562100363,9.141064250808865,-0.07728731129149757,-0.008384070706225917
EuroBERT/EuroBERT-610m,EuroBERT-610m,encoder,text,1.0,control,1,13,47,9.218351562100363,9.218589795593765,0.00023823349340190703,2.584339421175498e-05
EuroBERT/EuroBERT-610m,EuroBERT-610m,encoder,text,1.0,control,2,13,405,9.218351562100363,9.218224827276972,-0.0001267348233913168,-1.3748100464335167e-05
EuroBERT/EuroBERT-610m,EuroBERT-610m,encoder,text,1.0,control,3,13,830,9.218351562100363,9.215020039787841,-0.003331522312521429,-0.0003614010910820975
EuroBERT/EuroBERT-610m,EuroBERT-610m,encoder,text,1.0,control,4,13,979,9.218351562100363,9.22027796138869,0.0019263992883278291,0.00020897437848301233
EuroBERT/EuroBERT-610m,EuroBERT-610m,encoder,text,1.0,control,5,13,1088,9.218351562100363,9.218154041606988,-0.00019752049337462552,-2.142687790154331e-05
EuroBERT/EuroBERT-610m,EuroBERT-610m,encoder,text,1.0,candidate,,13,762,9.218351562100363,9.303343970999157,0.08499240889879367,0.009219914029773508
EuroBERT/EuroBERT-2.1B,EuroBERT-2.1B,encoder,text,0.5,control,1,14,560,8.12560979581756,8.125606099177068,-3.696640492378833e-06,-4.549369936865021e-07
EuroBERT/EuroBERT-2.1B,EuroBERT-2.1B,encoder,text,0.5,control,2,14,1905,8.12560979581756,8.12575106742992,0.00014127161236032748,1.738597051916562e-05
EuroBERT/EuroBERT-2.1B,EuroBERT-2.1B,encoder,text,0.5,control,3,14,1946,8.12560979581756,8.125585368017546,-2.4427800013882006e-05,-3.006272837080555e-06
EuroBERT/EuroBERT-2.1B,EuroBERT-2.1B,encoder,text,0.5,control,4,14,2212,8.12560979581756,8.125694968412706,8.51725951456217e-05,1.0481994248537753e-05
EuroBERT/EuroBERT-2.1B,EuroBERT-2.1B,encoder,text,0.5,control,5,14,2286,8.12560979581756,8.125773846728093,0.00016405091053250942,2.0189366048188806e-05
EuroBERT/EuroBERT-2.1B,EuroBERT-2.1B,encoder,text,0.5,candidate,,14,2198,8.12560979581756,8.125295081829634,-0.00031471398792604077,-3.873112244302346e-05
EuroBERT/EuroBERT-2.1B,EuroBERT-2.1B,encoder,text,1.0,control,1,14,560,8.12560979581756,8.12560694840529,-2.8474122704125193e-06,-3.504244409912655e-07
EuroBERT/EuroBERT-2.1B,EuroBERT-2.1B,encoder,text,1.0,control,2,14,1905,8.12560979581756,8.125895985728171,0.00028618991061080123,3.522073023468464e-05
EuroBERT/EuroBERT-2.1B,EuroBERT-2.1B,encoder,text,1.0,control,3,14,1946,8.12560979581756,8.125567734043301,-4.206177425913893e-05,-5.176445253473666e-06
EuroBERT/EuroBERT-2.1B,EuroBERT-2.1B,encoder,text,1.0,control,4,14,2212,8.12560979581756,8.125803319942836,0.00019352412527595675,2.3816566404107678e-05
EuroBERT/EuroBERT-2.1B,EuroBERT-2.1B,encoder,text,1.0,control,5,14,2286,8.12560979581756,8.125947039330656,0.0003372435130959417,4.150377898647419e-05
EuroBERT/EuroBERT-2.1B,EuroBERT-2.1B,encoder,text,1.0,candidate,,14,2198,8.12560979581756,8.124642974464807,-0.0009668213527529446,-0.00011898446726430181
answerdotai/ModernBERT-large,ModernBERT-large,encoder,text,0.5,control,1,19,144,1.223925887615726,1.2239279148213256,2.0272055996084504e-06,1.6563140138800046e-06
answerdotai/ModernBERT-large,ModernBERT-large,encoder,text,0.5,control,2,19,154,1.223925887615726,1.2238908244670201,-3.5063148705827274e-05,-2.864809794499256e-05
answerdotai/ModernBERT-large,ModernBERT-large,encoder,text,0.5,control,3,19,374,1.223925887615726,1.2239201814073712,-5.70620835471658e-06,-4.662217224469844e-06
answerdotai/ModernBERT-large,ModernBERT-large,encoder,text,0.5,control,4,19,841,1.223925887615726,1.2238033230154408,-0.0001225646002851466,-0.00010014054080015342
answerdotai/ModernBERT-large,ModernBERT-large,encoder,text,0.5,control,5,19,940,1.223925887615726,1.2239451272985007,1.923968277472987e-05,1.5719646891536723e-05
answerdotai/ModernBERT-large,ModernBERT-large,encoder,text,0.5,candidate,,19,379,1.223925887615726,1.3229442383313044,0.09901835071557841,0.08090224393281813
answerdotai/ModernBERT-large,ModernBERT-large,encoder,text,1.0,control,1,19,144,1.223925887615726,1.2239469605430708,2.1072927344878423e-05,1.721748641654245e-05
answerdotai/ModernBERT-large,ModernBERT-large,encoder,text,1.0,control,2,19,154,1.223925887615726,1.2238785736381184,-4.7313977607599256e-05,-3.865755115268413e-05
answerdotai/ModernBERT-large,ModernBERT-large,encoder,text,1.0,control,3,19,374,1.223925887615726,1.2239390394248943,1.3151809168387985e-05,1.0745592769516807e-05
answerdotai/ModernBERT-large,ModernBERT-large,encoder,text,1.0,control,4,19,841,1.223925887615726,1.2237041713884707,-0.0002217162272553086,-0.0001811516771552433
answerdotai/ModernBERT-large,ModernBERT-large,encoder,text,1.0,control,5,19,940,1.223925887615726,1.2239851145546354,5.92269389094735e-05,4.8390952024759275e-05
answerdotai/ModernBERT-large,ModernBERT-large,encoder,text,1.0,candidate,,19,379,1.223925887615726,3.924698271719631,2.700772384103905,2.2066469967108513
