c,n_prompts,n_seeds,gc_mean,gc_ci_low,gc_ci_high,gc_std,gc_min,gc_max
0.5,288,3,0.3070746527777778,0.30157651548032405,0.31279862015335647,0.04875621634056517,0.1953125,0.5
1.0,288,3,0.3077799479166667,0.30193865740740744,0.31378399884259256,0.050875728926761045,0.20052083333333334,0.5260416666666666
3.0,288,3,0.3130154079861111,0.3066677517361111,0.31987869827835647,0.05582483912350697,0.18489583333333334,0.5390625
8.0,288,3,0.340160228587963,0.3316510235821759,0.34891334816261577,0.07525967615753422,0.20833333333333334,0.6302083333333334
